station_id;00:00;01:00;02:00;03:00;04:00;05:00;06:00;07:00;08:00;09:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00;capacity;lat;long;DisttoCentre;labels;labelsPCA
229;44,0;44,0;54,0;68,0;69,0;39,0;8,0;10,0;14,0;10,0;13,0;21,0;8,0;5,0;4,0;4,0;9,0;7,0;7,0;7,0;8,0;6,0;30,0;37,0;27;41,40510699999956;2,156874000000012;2,29;5;3
230;15,0;24,0;32,0;51,0;69,0;50,0;16,0;4,0;4,0;2,0;4,0;6,0;4,0;3,0;5,0;3,0;6,0;5,0;6,0;7,0;6,0;6,0;5,0;6,0;26;41,405986000000546;2,1516329999999675;2,61;2;5
231;36,0;38,0;39,0;44,0;50,0;19,0;5,0;2,0;3,0;6,0;7,0;12,0;7,0;5,0;8,0;13,0;12,0;11,0;19,0;17,0;24,0;23,0;24,0;25,0;24;41,407201999999536;2,1634759999999664;2,31;5;3
232;91,0;91,0;90,0;89,0;89,0;88,0;76,0;53,0;43,0;39,0;35,0;44,0;54,0;56,0;64,0;64,0;73,0;76,0;72,0;80,0;89,0;91,0;93,0;95,0;27;41,373509000000105;2,171002000000025;1,5;4;4
233;66,0;67,0;67,0;66,0;63,0;46,0;20,0;6,0;5,0;6,0;4,0;6,0;8,0;9,0;9,0;11,0;17,0;26,0;33,0;44,0;56,0;63,0;68,0;69,0;27;41,37196499999949;2,1668709999999782;1,69;5;3
234;54,0;56,0;57,0;59,0;58,0;47,0;27,0;9,0;11,0;14,0;12,0;10,0;8,0;7,0;22,0;17,0;18,0;23,0;31,0;44,0;48,0;46,0;48,0;55,0;27;41,37151499999975;2,162166000000008;1,84;5;3
235;88,0;89,0;89,0;88,0;87,0;73,0;39,0;20,0;19,0;19,0;18,0;22,0;28,0;37,0;49,0;61,0;73,0;82,0;86,0;88,0;83,0;83,0;86,0;90,0;27;41,37506500000016;2,165839000000005;1,37;4;4
236;36,0;40,0;43,0;45,0;46,0;39,0;25,0;11,0;11,0;15,0;16,0;18,0;17,0;18,0;15,0;17,0;19,0;26,0;35,0;44,0;47,0;43,0;37,0;37,0;24;41,37512699999956;2,152769000000019;1,96;5;3
237;55,0;56,0;55,0;57,0;56,0;56,0;44,0;21,0;14,0;14,0;13,0;10,0;8,0;9,0;31,0;48,0;54,0;55,0;56,0;54,0;56,0;53,0;52,0;55,0;27;41,37289099999989;2,1544709999999965;2,04;5;3
238;91,0;92,0;92,0;91,0;88,0;77,0;53,0;28,0;27,0;36,0;43,0;45,0;49,0;53,0;55,0;57,0;67,0;71,0;80,0;78,0;80,0;80,0;84,0;91,0;27;41,415683999999665;2,190986000000005;3,63;4;4
239;84,0;83,0;83,0;81,0;76,0;60,0;20,0;8,0;15,0;19,0;20,0;28,0;34,0;35,0;32,0;32,0;43,0;53,0;63,0;70,0;79,0;81,0;84,0;85,0;27;41,41732300000046;2,184533999999989;3,58;4;4
240;82,0;77,0;76,0;76,0;75,0;67,0;26,0;8,0;7,0;15,0;23,0;29,0;38,0;44,0;46,0;49,0;63,0;76,0;81,0;83,0;85,0;84,0;86,0;88,0;27;41,417763000000406;2,1875580000000157;3,72;4;4
241;62,0;61,0;60,0;59,0;54,0;36,0;13,0;7,0;11,0;19,0;24,0;23,0;18,0;13,0;12,0;20,0;19,0;23,0;22,0;23,0;38,0;45,0;51,0;58,0;33;41,41933699999958;2,1804819999999876;3,69;5;3
242;39,0;39,0;40,0;38,0;30,0;20,0;13,0;7,0;9,0;8,0;13,0;15,0;13,0;11,0;10,0;14,0;16,0;18,0;17,0;25,0;30,0;29,0;29,0;35,0;26;41,424450999999785;2,17728400000002;4,2;5;3
243;61,0;61,0;61,0;61,0;58,0;44,0;21,0;7,0;8,0;9,0;12,0;15,0;16,0;17,0;18,0;21,0;24,0;33,0;37,0;42,0;53,0;56,0;58,0;62,0;27;41,42393900000019;2,181297999999985;4,21;5;3
244;39,0;39,0;39,0;37,0;37,0;22,0;14,0;7,0;9,0;9,0;13,0;14,0;11,0;13,0;14,0;16,0;25,0;31,0;35,0;35,0;37,0;38,0;39,0;41,0;27;41,42689600000058;2,178511000000007;4,49;5;3
246;59,0;52,0;49,0;51,0;47,0;47,0;31,0;13,0;12,0;11,0;14,0;17,0;16,0;13,0;16,0;21,0;24,0;31,0;34,0;35,0;39,0;50,0;55,0;61,0;18;41,4228440000004;2,186637000000015;4,21;5;3
247;51,0;36,0;29,0;28,0;26,0;28,0;20,0;9,0;10,0;17,0;25,0;33,0;30,0;29,0;30,0;30,0;28,0;30,0;29,0;31,0;34,0;38,0;47,0;53,0;32;41,421991999999655;2,1848059999999845;4,08;5;3
248;87,0;87,0;88,0;87,0;87,0;81,0;66,0;45,0;36,0;35,0;37,0;41,0;52,0;56,0;58,0;58,0;61,0;69,0;74,0;83,0;83,0;83,0;85,0;89,0;27;41,41820799999941;2,190374000000016;3,86;4;4
249;90,0;89,0;89,0;88,0;88,0;77,0;40,0;17,0;8,0;9,0;11,0;17,0;26,0;28,0;38,0;45,0;52,0;62,0;70,0;76,0;81,0;84,0;84,0;87,0;27;41,4252159999997;2,1889969999999774;4,53;4;4
250;83,0;81,0;80,0;78,0;74,0;57,0;25,0;8,0;8,0;13,0;14,0;17,0;20,0;27,0;46,0;58,0;65,0;69,0;73,0;73,0;75,0;78,0;80,0;84,0;27;41,42590500000005;2,191150000000027;4,67;4;4
251;47,0;46,0;46,0;44,0;45,0;37,0;17,0;6,0;4,0;4,0;7,0;9,0;7,0;10,0;10,0;12,0;12,0;15,0;21,0;26,0;31,0;37,0;38,0;45,0;33;41,425405000000694;2,1852259999999966;4,45;5;3
252;90,0;90,0;89,0;88,0;85,0;73,0;54,0;37,0;28,0;26,0;26,0;31,0;38,0;52,0;58,0;61,0;67,0;75,0;78,0;82,0;85,0;88,0;91,0;91,0;33;41,42995299999976;2,19318500000001;5,15;4;4
253;93,0;93,0;94,0;93,0;91,0;87,0;80,0;70,0;66,0;65,0;66,0;69,0;73,0;79,0;83,0;81,0;82,0;82,0;84,0;89,0;92,0;92,0;93,0;94,0;27;41,429976999999795;2,1918209999999707;5,11;4;4
254;81,0;81,0;81,0;83,0;83,0;74,0;58,0;40,0;34,0;33,0;33,0;35,0;36,0;32,0;36,0;39,0;43,0;54,0;60,0;64,0;65,0;73,0;74,0;75,0;26;41,42998499999972;2,190162999999988;5,06;4;4
255;34,0;35,0;35,0;35,0;36,0;27,0;10,0;5,0;4,0;5,0;6,0;7,0;10,0;12,0;14,0;15,0;17,0;20,0;23,0;24,0;26,0;28,0;27,0;30,0;17;41,43118300000038;2,185852000000007;5,08;5;3
256;77,0;77,0;76,0;76,0;75,0;67,0;60,0;56,0;53,0;53,0;54,0;55,0;58,0;60,0;59,0;59,0;61,0;64,0;69,0;69,0;70,0;73,0;74,0;74,0;32;41,4360799999997;2,1895420000000096;5,69;4;4
257;58,0;59,0;59,0;59,0;58,0;52,0;39,0;33,0;31,0;32,0;33,0;29,0;27,0;29,0;34,0;39,0;40,0;43,0;43,0;42,0;47,0;51,0;52,0;53,0;24;41,433896999999796;2,189613999999972;5,46;5;3
258;78,0;77,0;76,0;77,0;76,0;74,0;75,0;74,0;73,0;72,0;73,0;73,0;75,0;78,0;81,0;81,0;83,0;80,0;77,0;74,0;74,0;76,0;77,0;77,0;27;41,44216700000023;2,193031999999979;6,42;1;1
259;69,0;71,0;72,0;72,0;70,0;61,0;43,0;32,0;26,0;22,0;24,0;29,0;35,0;37,0;33,0;32,0;36,0;40,0;47,0;55,0;62,0;65,0;68,0;73,0;24;41,439108999999824;2,185817999999991;5,93;4;4
260;60,0;58,0;58,0;60,0;62,0;65,0;66,0;65,0;68,0;69,0;70,0;71,0;67,0;66,0;67,0;65,0;65,0;68,0;70,0;66,0;62,0;61,0;62,0;61,0;25;41,435694700000454;2,1920247999999782;5,71;1;1
261;61,0;59,0;59,0;60,0;60,0;55,0;37,0;11,0;11,0;10,0;10,0;13,0;15,0;21,0;23,0;17,0;20,0;32,0;50,0;62,0;64,0;65,0;68,0;66,0;32;41,38220599999947;2,1606440000000284;0,95;5;3
262;76,0;77,0;78,0;78,0;75,0;60,0;22,0;6,0;5,0;6,0;11,0;15,0;16,0;19,0;24,0;27,0;37,0;49,0;55,0;58,0;63,0;66,0;70,0;78,0;32;41,379820999999644;2,1524959999999935;1,67;4;4
263;65,0;66,0;67,0;67,0;66,0;62,0;54,0;52,0;52,0;55,0;55,0;53,0;56,0;61,0;62,0;60,0;55,0;54,0;54,0;59,0;63,0;65,0;65,0;64,0;20;41,43781400000053;2,191039000000027;5,91;1;1
264;52,0;51,0;51,0;51,0;52,0;56,0;58,0;60,0;63,0;65,0;65,0;64,0;64,0;65,0;65,0;68,0;67,0;65,0;65,0;63,0;62,0;61,0;58,0;54,0;33;41,43994899999968;2,1970329999999842;6,3;1;1
265;8,0;7,0;7,0;7,0;6,0;4,0;2,0;4,0;6,0;9,0;8,0;11,0;13,0;11,0;10,0;9,0;13,0;14,0;16,0;17,0;22,0;22,0;16,0;8,0;27;41,385467000000055;2,158531999999988;0,98;2;5
266;26,0;27,0;27,0;26,0;23,0;20,0;13,0;10,0;8,0;7,0;6,0;6,0;4,0;8,0;16,0;24,0;25,0;21,0;22,0;28,0;30,0;32,0;32,0;33,0;24;41,42684100000035;2,1842380000000303;4,58;2;5
267;59,0;60,0;60,0;60,0;61,0;60,0;53,0;51,0;50,0;49,0;48,0;51,0;52,0;51,0;50,0;53,0;56,0;58,0;57,0;58,0;57,0;55,0;54,0;54,0;24;41,44339499999945;2,190622999999976;6,49;1;1
268;64,0;64,0;63,0;63,0;61,0;60,0;63,0;62,0;63,0;62,0;63,0;63,0;61,0;58,0;61,0;61,0;59,0;57,0;58,0;60,0;61,0;61,0;62,0;64,0;27;41,44570499999935;2,192892000000014;6,79;1;1
269;33,0;32,0;32,0;32,0;32,0;31,0;30,0;29,0;29,0;29,0;28,0;27,0;28,0;28,0;33,0;37,0;36,0;35,0;29,0;30,0;33,0;33,0;34,0;34,0;11;41,448128000000004;2,1928259999999833;7,05;5;3
270;42,0;43,0;45,0;45,0;44,0;39,0;27,0;22,0;21,0;22,0;22,0;20,0;27,0;35,0;36,0;30,0;25,0;27,0;30,0;34,0;31,0;31,0;35,0;39,0;13;41,44862799999936;2,1897599999999833;7,04;5;3
271;35,0;37,0;37,0;37,0;37,0;39,0;42,0;43,0;42,0;41,0;43,0;43,0;40,0;38,0;37,0;32,0;32,0;33,0;32,0;30,0;29,0;30,0;32,0;32,0;21;41,45063400000046;2,1923349999999764;7,31;5;3
272;34,0;35,0;35,0;35,0;38,0;34,0;22,0;13,0;11,0;10,0;10,0;11,0;12,0;15,0;15,0;15,0;13,0;16,0;18,0;19,0;21,0;25,0;26,0;34,0;20;41,43255900000051;2,1842639999999887;5,2;5;3
273;6,0;5,0;5,0;8,0;13,0;23,0;24,0;18,0;13,0;11,0;10,0;12,0;9,0;5,0;8,0;14,0;12,0;7,0;5,0;2,0;3,0;4,0;6,0;6,0;36;41,43040399999968;2,1833819999999986;4,95;2;5
274;27,0;27,0;27,0;25,0;25,0;23,0;19,0;15,0;17,0;16,0;15,0;15,0;12,0;12,0;15,0;15,0;16,0;21,0;27,0;23,0;18,0;18,0;21,0;25,0;31;41,430091999999576;2,1848979999999805;4,94;2;5
275;8,0;6,0;9,0;11,0;12,0;9,0;4,0;3,0;4,0;7,0;7,0;14,0;12,0;10,0;14,0;11,0;9,0;9,0;9,0;8,0;5,0;4,0;6,0;6,0;25;41,43069299999946;2,1822250000000127;4,96;2;5
276;48,0;52,0;56,0;60,0;62,0;31,0;8,0;5,0;9,0;9,0;13,0;14,0;10,0;5,0;8,0;12,0;13,0;17,0;14,0;24,0;30,0;30,0;34,0;43,0;25;41,412163000000604;2,1652750000000034;2,82;5;3
277;39,0;40,0;41,0;40,0;35,0;17,0;7,0;6,0;11,0;10,0;8,0;13,0;7,0;12,0;13,0;14,0;17,0;18,0;22,0;25,0;31,0;34,0;35,0;36,0;27;41,40828400000019;2,1690499999999857;2,36;5;3
278;44,0;45,0;46,0;47,0;46,0;27,0;9,0;5,0;4,0;7,0;7,0;11,0;8,0;9,0;10,0;15,0;17,0;14,0;21,0;33,0;36,0;32,0;34,0;41,0;27;41,40981499999989;2,1716209999999756;2,54;5;3
279;48,0;56,0;63,0;74,0;73,0;56,0;30,0;11,0;7,0;6,0;10,0;9,0;8,0;6,0;12,0;19,0;16,0;18,0;24,0;32,0;40,0;31,0;30,0;38,0;26;41,41595099999986;2,174563999999984;3,24;5;3
280;74,0;76,0;78,0;79,0;78,0;68,0;33,0;10,0;13,0;14,0;17,0;18,0;17,0;9,0;11,0;11,0;24,0;27,0;26,0;27,0;38,0;51,0;60,0;67,0;27;41,41398599999964;2,1778420000000347;3,07;5;3
281;47,0;48,0;51,0;57,0;58,0;40,0;12,0;5,0;4,0;5,0;6,0;7,0;7,0;6,0;6,0;16,0;18,0;17,0;25,0;26,0;27,0;27,0;29,0;38,0;24;41,41808799999956;2,1763129999999973;3,49;5;3
282;29,0;31,0;30,0;33,0;32,0;19,0;8,0;3,0;4,0;3,0;3,0;2,0;2,0;6,0;8,0;8,0;11,0;11,0;15,0;18,0;20,0;23,0;24,0;29,0;23;41,42756100000035;2,1660220000000305;4,52;2;5
283;18,0;23,0;24,0;23,0;20,0;14,0;10,0;6,0;5,0;6,0;8,0;8,0;6,0;8,0;7,0;9,0;9,0;13,0;15,0;12,0;16,0;16,0;15,0;14,0;12;41,42968000000027;2,1615699999999873;4,79;2;5
284;0,0;0,0;0,0;1,0;4,0;10,0;21,0;36,0;46,0;44,0;41,0;31,0;12,0;4,0;3,0;1,0;0,0;1,0;1,0;2,0;1,0;0,0;0,0;0,0;26;41,38950299999954;2,1314540000000104;3,24;2;5
285;45,0;45,0;44,0;44,0;43,0;35,0;23,0;17,0;16,0;15,0;15,0;16,0;19,0;23,0;24,0;24,0;24,0;25,0;29,0;35,0;39,0;40,0;42,0;45,0;23;41,43670800000026;2,1860590000000335;5,68;5;3
286;18,0;18,0;18,0;14,0;14,0;53,0;82,0;91,0;94,0;84,0;80,0;71,0;58,0;73,0;66,0;24,0;8,0;8,0;8,0;6,0;15,0;24,0;18,0;11,0;16;41,40310300000035;2,191428000000012;2,53;3;2
287;1,0;1,0;1,0;2,0;10,0;34,0;75,0;85,0;89,0;85,0;81,0;66,0;44,0;29,0;23,0;18,0;14,0;14,0;11,0;6,0;4,0;2,0;1,0;1,0;16;41,38917099999973;2,1681129999999684;0,29;3;2
288;16,0;16,0;16,0;17,0;18,0;9,0;6,0;14,0;14,0;12,0;15,0;16,0;13,0;9,0;8,0;8,0;14,0;25,0;25,0;20,0;19,0;16,0;15,0;17,0;25;41,4296360000005;2,1744869999999996;4,75;2;5
289;94,0;95,0;95,0;94,0;93,0;87,0;70,0;46,0;31,0;28,0;31,0;41,0;49,0;56,0;56,0;56,0;63,0;74,0;77,0;78,0;82,0;87,0;90,0;92,0;27;41,41682800000038;2,1910219999999807;3,75;4;4
290;23,0;26,0;26,0;26,0;26,0;17,0;6,0;2,0;2,0;2,0;2,0;3,0;4,0;7,0;4,0;4,0;4,0;6,0;7,0;8,0;10,0;15,0;20,0;20,0;13;41,43709400000053;2,1740469999999785;5,57;2;5
291;30,0;31,0;31,0;31,0;25,0;13,0;6,0;4,0;3,0;2,0;2,0;2,0;3,0;6,0;8,0;6,0;6,0;8,0;13,0;20,0;25,0;29,0;30,0;29,0;26;41,42589700000017;2,1750500000000352;4,34;2;5
292;45,0;45,0;45,0;41,0;37,0;18,0;4,0;2,0;3,0;6,0;4,0;3,0;7,0;12,0;9,0;10,0;15,0;16,0;15,0;21,0;31,0;34,0;37,0;44,0;12;41,430036000000534;2,1719740000000147;4,78;5;3
293;23,0;26,0;27,0;28,0;26,0;23,0;17,0;9,0;6,0;5,0;4,0;4,0;3,0;3,0;3,0;3,0;4,0;5,0;7,0;8,0;8,0;8,0;13,0;14,0;21;41,42838800000021;2,1631010000000197;4,63;2;5
294;26,0;28,0;28,0;28,0;27,0;23,0;16,0;13,0;11,0;10,0;11,0;14,0;13,0;7,0;5,0;9,0;8,0;9,0;11,0;12,0;11,0;13,0;18,0;19,0;19;41,43637300000025;2,1706779999999717;5,48;2;5
295;17,0;19,0;21,0;23,0;23,0;18,0;8,0;4,0;5,0;5,0;3,0;3,0;4,0;5,0;4,0;4,0;6,0;8,0;7,0;9,0;10,0;12,0;13,0;14,0;19;41,43345000000038;2,1714999999999884;5,16;2;5
296;15,0;15,0;15,0;15,0;15,0;14,0;14,0;15,0;18,0;17,0;12,0;12,0;13,0;8,0;5,0;10,0;16,0;16,0;18,0;21,0;23,0;19,0;13,0;14,0;29;41,43650500000046;2,183876999999999;5,62;2;5
297;29,0;29,0;30,0;30,0;22,0;11,0;4,0;4,0;3,0;5,0;6,0;8,0;10,0;7,0;7,0;10,0;16,0;20,0;21,0;21,0;26,0;25,0;24,0;26,0;21;41,438863999999796;2,1768219999999787;5,79;2;5
298;9,0;9,0;9,0;9,0;9,0;14,0;20,0;26,0;33,0;32,0;29,0;24,0;17,0;10,0;8,0;6,0;12,0;16,0;13,0;18,0;19,0;15,0;11,0;9,0;29;41,4346299999998;2,181747000000011;5,38;2;5
299;23,0;24,0;27,0;25,0;22,0;16,0;7,0;6,0;11,0;13,0;15,0;19,0;20,0;21,0;17,0;15,0;17,0;17,0;17,0;18,0;19,0;22,0;23,0;25,0;26;41,43396500000016;2,1751990000000165;5,23;2;5
300;48,0;48,0;49,0;46,0;39,0;24,0;7,0;4,0;12,0;16,0;20,0;24,0;24,0;22,0;19,0;15,0;14,0;18,0;20,0;23,0;29,0;32,0;36,0;43,0;18;41,43159300000029;2,1769090000000184;4,98;5;3
301;25,0;27,0;28,0;28,0;26,0;18,0;11,0;14,0;13,0;12,0;13,0;14,0;20,0;19,0;13,0;9,0;9,0;11,0;14,0;14,0;22,0;24,0;24,0;24,0;13;41,437053000000446;2,169644000000001;5,56;2;5
302;2,0;2,0;2,0;2,0;2,0;7,0;36,0;53,0;64,0;70,0;66,0;53,0;32,0;13,0;3,0;0,0;2,0;1,0;3,0;3,0;5,0;4,0;4,0;2,0;31;41,39065000000032;2,111615000000013;4,9;3;2
303;2,0;2,0;3,0;2,0;2,0;3,0;12,0;26,0;36,0;41,0;43,0;39,0;32,0;16,0;8,0;3,0;1,0;2,0;1,0;2,0;3,0;2,0;2,0;2,0;17;41,39334099999987;2,115076000000025;4,65;2;5
304;1,0;2,0;2,0;1,0;2,0;4,0;26,0;41,0;67,0;73,0;69,0;59,0;32,0;13,0;5,0;3,0;1,0;1,0;3,0;6,0;7,0;5,0;4,0;4,0;27;41,390208000000456;2,121028999999986;4,12;3;2
305;1,0;1,0;1,0;2,0;4,0;14,0;65,0;88,0;87,0;82,0;49,0;21,0;11,0;9,0;4,0;3,0;1,0;1,0;1,0;1,0;2,0;1,0;2,0;1,0;27;41,38749800000004;2,1236369999999845;3,88;3;2
306;1,0;1,0;1,0;1,0;2,0;8,0;23,0;40,0;59,0;64,0;58,0;38,0;14,0;4,0;3,0;1,0;1,0;2,0;3,0;4,0;4,0;3,0;2,0;1,0;30;41,385464999999606;2,1229120000000252;3,95;2;5
307;5,0;5,0;5,0;5,0;4,0;4,0;8,0;4,0;10,0;12,0;12,0;16,0;20,0;25,0;28,0;22,0;15,0;11,0;6,0;5,0;5,0;4,0;5,0;6,0;30;41,37913499999948;2,113505000000016;4,81;2;5
308;33,0;34,0;34,0;34,0;33,0;23,0;8,0;5,0;3,0;4,0;7,0;10,0;18,0;22,0;23,0;24,0;20,0;16,0;10,0;12,0;19,0;23,0;22,0;25,0;22;41,376788000000374;2,113863999999989;4,83;2;5
309;30,0;31,0;32,0;31,0;28,0;17,0;17,0;10,0;9,0;9,0;11,0;17,0;20,0;25,0;27,0;32,0;30,0;25,0;24,0;23,0;24,0;22,0;23,0;27,0;21;41,37673999999976;2,116972999999984;4,58;2;5
310;2,0;2,0;2,0;2,0;2,0;5,0;35,0;69,0;84,0;83,0;76,0;63,0;47,0;42,0;36,0;17,0;4,0;1,0;4,0;5,0;4,0;4,0;3,0;3,0;27;41,38122300000026;2,1190769999999985;4,31;3;2
312;39,0;40,0;40,0;40,0;37,0;30,0;11,0;6,0;10,0;14,0;11,0;14,0;29,0;39,0;33,0;19,0;11,0;9,0;11,0;19,0;28,0;30,0;27,0;35,0;19;41,37904599999928;2,1232529999999823;4,01;5;3
313;83,0;84,0;86,0;85,0;81,0;56,0;14,0;5,0;10,0;8,0;10,0;21,0;41,0;49,0;56,0;56,0;56,0;58,0;60,0;68,0;71,0;75,0;80,0;87,0;27;41,3753660000002;2,1298469999999927;3,6;4;4
314;66,0;67,0;69,0;67,0;58,0;38,0;15,0;6,0;5,0;6,0;8,0;12,0;23,0;30,0;26,0;21,0;20,0;16,0;18,0;30,0;44,0;53,0;59,0;65,0;24;41,37835999999966;2,1297369999999827;3,51;5;3
315;77,0;77,0;76,0;76,0;75,0;64,0;20,0;5,0;4,0;5,0;9,0;11,0;14,0;14,0;18,0;19,0;27,0;36,0;36,0;42,0;50,0;61,0;66,0;75,0;27;41,41561699999963;2,1819660000000227;3,33;5;3
316;87,0;85,0;86,0;89,0;90,0;84,0;78,0;63,0;51,0;45,0;41,0;35,0;39,0;48,0;53,0;55,0;57,0;66,0;75,0;80,0;73,0;79,0;83,0;86,0;26;41,42227429999939;2,198402900000015;4,58;4;4
317;81,0;81,0;82,0;83,0;84,0;83,0;73,0;66,0;66,0;64,0;61,0;62,0;66,0;71,0;74,0;70,0;67,0;69,0;77,0;83,0;81,0;81,0;79,0;81,0;27;41,42556600000063;2,2006930000000007;4,99;4;4
318;50,0;55,0;56,0;59,0;64,0;47,0;16,0;9,0;6,0;7,0;8,0;9,0;8,0;6,0;5,0;8,0;11,0;11,0;17,0;18,0;21,0;28,0;31,0;42,0;27;41,413405999999725;2,1713310000000083;2,93;5;3
319;1,0;1,0;1,0;2,0;3,0;5,0;9,0;22,0;30,0;27,0;20,0;13,0;7,0;3,0;2,0;4,0;3,0;3,0;3,0;3,0;3,0;4,0;2,0;1,0;26;41,39371300000042;2,145584000000021;2,18;2;5
320;58,0;62,0;71,0;73,0;72,0;55,0;22,0;7,0;11,0;11,0;6,0;5,0;7,0;6,0;4,0;4,0;3,0;3,0;2,0;7,0;9,0;7,0;29,0;45,0;22;41,401116000000094;2,147952999999982;2,42;5;3
321;59,0;63,0;66,0;73,0;72,0;54,0;21,0;7,0;4,0;5,0;4,0;5,0;6,0;7,0;5,0;6,0;4,0;3,0;4,0;3,0;5,0;6,0;19,0;30,0;24;41,40305399999954;2,144549000000019;2,78;5;3
322;42,0;60,0;71,0;75,0;76,0;71,0;51,0;30,0;18,0;13,0;11,0;7,0;5,0;3,0;2,0;2,0;1,0;1,0;2,0;4,0;4,0;3,0;8,0;19,0;24;41,40097700000028;2,1390699999999674;3,02;5;3
323;25,0;41,0;57,0;66,0;68,0;71,0;71,0;64,0;57,0;52,0;47,0;38,0;24,0;8,0;4,0;1,0;1,0;1,0;1,0;1,0;0,0;1,0;1,0;4,0;25;41,39799599999975;2,1387170000000233;2,89;5;3
324;7,0;23,0;36,0;57,0;64,0;63,0;60,0;50,0;45,0;39,0;35,0;27,0;16,0;7,0;5,0;3,0;3,0;1,0;1,0;1,0;2,0;3,0;2,0;2,0;23;41,39693800000061;2,1362579999999984;3,03;2;5
325;13,0;30,0;57,0;77,0;86,0;79,0;62,0;43,0;36,0;27,0;22,0;13,0;7,0;8,0;6,0;3,0;3,0;1,0;1,0;1,0;1,0;1,0;2,0;3,0;21;41,39492999999959;2,1303250000000173;3,44;5;3
326;45,0;49,0;62,0;67,0;74,0;62,0;36,0;16,0;9,0;6,0;5,0;4,0;4,0;4,0;3,0;3,0;3,0;2,0;3,0;7,0;9,0;9,0;27,0;39,0;24;41,407383999999354;2,1383000000000063;3,49;5;3
327;22,0;38,0;53,0;71,0;70,0;64,0;52,0;35,0;22,0;19,0;12,0;5,0;1,0;2,0;2,0;2,0;2,0;2,0;3,0;5,0;5,0;4,0;8,0;12,0;22;41,4049999999997;2,134530000000024;3,58;5;3
328;20,0;34,0;53,0;72,0;75,0;70,0;53,0;30,0;21,0;18,0;15,0;10,0;5,0;3,0;2,0;2,0;2,0;2,0;2,0;4,0;4,0;3,0;2,0;13,0;22;41,40293000000018;2,134270000000011;3,48;5;3
329;53,0;60,0;71,0;83,0;84,0;81,0;71,0;60,0;49,0;37,0;26,0;15,0;5,0;5,0;5,0;3,0;2,0;1,0;3,0;5,0;4,0;3,0;9,0;29,0;22;41,40287900000029;2,128541000000024;3,89;5;3
331;3,0;17,0;42,0;64,0;72,0;70,0;52,0;20,0;8,0;8,0;5,0;2,0;2,0;2,0;2,0;3,0;2,0;2,0;2,0;1,0;1,0;1,0;2,0;2,0;22;41,39705999999955;2,1280099999999824;3,69;2;5
332;30,0;51,0;65,0;74,0;79,0;81,0;81,0;71,0;61,0;59,0;52,0;42,0;20,0;7,0;3,0;2,0;1,0;1,0;1,0;1,0;1,0;2,0;2,0;8,0;25;41,399822033232255;2,128089978851956;3,79;5;3
333;28,0;65,0;81,0;87,0;86,0;76,0;48,0;15,0;7,0;6,0;5,0;4,0;3,0;3,0;2,0;2,0;2,0;1,0;1,0;2,0;2,0;2,0;3,0;6,0;24;41,39563199999981;2,1251059999999766;3,88;5;3
334;50,0;76,0;82,0;82,0;82,0;77,0;62,0;37,0;27,0;21,0;17,0;10,0;4,0;3,0;3,0;2,0;2,0;1,0;2,0;2,0;2,0;2,0;1,0;6,0;24;41,400721999999526;2,1232680000000324;4,2;5;3
335;10,0;30,0;55,0;80,0;92,0;87,0;70,0;47,0;32,0;25,0;22,0;18,0;14,0;11,0;6,0;3,0;2,0;1,0;1,0;2,0;3,0;3,0;3,0;3,0;22;41,39363900000063;2,123223999999999;3,98;5;3
336;27,0;62,0;87,0;93,0;94,0;90,0;78,0;58,0;46,0;39,0;34,0;30,0;25,0;16,0;7,0;3,0;1,0;2,0;1,0;2,0;1,0;1,0;1,0;8,0;21;41,395273999999624;2,120973000000029;4,21;5;3
337;37,0;64,0;86,0;86,0;85,0;84,0;73,0;45,0;32,0;27,0;23,0;21,0;16,0;9,0;8,0;4,0;3,0;2,0;2,0;2,0;1,0;1,0;1,0;7,0;23;41,398719000000455;2,120421999999979;4,35;5;3
338;69,0;86,0;86,0;86,0;88,0;89,0;81,0;68,0;59,0;54,0;47,0;42,0;31,0;17,0;12,0;5,0;2,0;2,0;1,0;1,0;0,0;0,0;3,0;13,0;22;41,3975720000006;2,119506000000001;4,39;5;3
339;69,0;67,0;61,0;55,0;38,0;24,0;23,0;21,0;30,0;40,0;49,0;57,0;70,0;78,0;77,0;80,0;81,0;77,0;73,0;76,0;84,0;84,0;76,0;71,0;27;41,4016620000002;2,205277000000019;3,37;1;1
340;84,0;84,0;84,0;83,0;83,0;82,0;77,0;75,0;73,0;72,0;73,0;77,0;81,0;82,0;78,0;72,0;72,0;74,0;73,0;75,0;80,0;81,0;84,0;84,0;24;41,43619000000029;2,204572999999986;6,18;1;1
341;75,0;76,0;76,0;76,0;75,0;75,0;73,0;70,0;67,0;66,0;65,0;66,0;66,0;67,0;66,0;64,0;65,0;69,0;70,0;73,0;76,0;77,0;77,0;78,0;27;41,433958000000416;2,206165999999999;6,03;1;1
342;11,0;14,0;11,0;10,0;20,0;54,0;81,0;88,0;89,0;79,0;67,0;54,0;51,0;57,0;61,0;36,0;13,0;6,0;6,0;7,0;12,0;11,0;8,0;7,0;27;41,40350200000021;2,193702000000015;2,7;3;2
